id_identificador;descripcion;direccion;fechaAlta;id_barrio;id_geometria;id_municipio;id_identificador_tipo;id_usuario;id_zona;id_area;fecha_actualizacion;codigo_unico;habilitado;metros_cuadrados;latitud;longitud
1227678;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 2188;20/3/2024;25022;1405342;377;214;9505;24737;;;cod_02808;True;;-34,5314877;-58,4885743
1227680;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 7382;20/3/2024;25022;1405344;377;214;9505;24737;;;cod_02810;True;;-34,5317236;-58,4783142
1227682;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 3491;20/3/2024;25022;1405346;377;214;9505;24737;;;cod_02812;True;;-34,505111;-58,5005074
1227684;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 3856;20/3/2024;25022;1405348;377;214;9505;24737;;;cod_02814;True;;-34,5027772;-58,4696568
1227686;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 1999;20/3/2024;25022;1405350;377;214;9505;24737;;;cod_02816;True;;-34,5165926;-58,4785699
1227688;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 310;20/3/2024;25022;1405352;377;214;9505;24737;;;cod_02818;True;;-34,4920795;-58,4699117
1227690;BRAZO/N - FAROLA ASY216050A 60W _ B;Brown 154;20/3/2024;25022;1405354;377;214;9505;24737;;;cod_02820;True;;-34,5087961;-58,494244
1227692;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 9646;20/3/2024;25022;1405356;377;214;9505;24737;;;cod_02822;True;;-34,5302291;-58,4800282
1227694;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 2373;20/3/2024;25022;1405358;377;214;9505;24737;;;cod_02824;True;;-34,510321;-58,4862691
1227696;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 1149;20/3/2024;25022;1405360;377;214;9505;24737;;;cod_02826;True;;-34,5073897;-58,5143668
1227698;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 8333;20/3/2024;25022;1405362;377;214;9505;24737;;;cod_02828;True;;-34,5042735;-58,492002
1227700;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 591;20/3/2024;25022;1405364;377;214;9505;24737;;;cod_02830;True;;-34,5014276;-58,5074541
1227702;BRAZO/N - FAROLA ASY216050A 60W _ B;Pueyrredón 7045;20/3/2024;25022;1405366;377;214;9505;24737;;;cod_02832;True;;-34,5269037;-58,5062879
1227704;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 5076;20/3/2024;25022;1405368;377;214;9505;24737;;;cod_02834;True;;-34,5211903;-58,4895729
1227706;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 4134;20/3/2024;25022;1405370;377;214;9505;24737;;;cod_02836;True;;-34,5404981;-58,4629006
1227708;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 9627;20/3/2024;25022;1405372;377;214;9505;24737;;;cod_02838;True;;-34,5190747;-58,4998228
1227710;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 3394;20/3/2024;25022;1405374;377;214;9505;24737;;;cod_02840;True;;-34,4913693;-58,4905199
1227712;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 2934;20/3/2024;25022;1405376;377;214;9505;24737;;;cod_02842;True;;-34,5099294;-58,483927
1227714;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 3785;20/3/2024;25022;1405378;377;214;9505;24737;;;cod_02844;True;;-34,5205659;-58,5068775
1227716;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 3342;20/3/2024;25022;1405380;377;214;9505;24737;;;cod_02846;True;;-34,5100223;-58,5135407
1227718;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 2644;20/3/2024;25022;1405382;377;214;9505;24737;;;cod_02848;True;;-34,5073704;-58,4756216
1227720;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 7443;20/3/2024;25022;1405384;377;214;9505;24737;;;cod_02850;True;;-34,4928288;-58,5001987
1227722;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 1707;20/3/2024;25022;1405386;377;214;9505;24737;;;cod_02852;True;;-34,5150772;-58,4994618
1227724;BRAZO/N - FAROLA ASY216050A 60W _ B;Alberdi 4188;20/3/2024;25022;1405388;377;214;9505;24737;;;cod_02854;True;;-34,5467291;-58,4958315
1227726;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 9200;20/3/2024;25022;1405390;377;214;9505;24737;;;cod_02856;True;;-34,5463047;-58,4726188
1227728;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 6621;20/3/2024;25022;1405392;377;214;9505;24737;;;cod_02858;True;;-34,5302142;-58,5029577
1227730;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 4885;20/3/2024;25022;1405394;377;214;9505;24737;;;cod_02860;True;;-34,502271;-58,4837821
1227732;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 5925;20/3/2024;25022;1405396;377;214;9505;24737;;;cod_02862;True;;-34,5404016;-58,4766063
1227734;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 3998;20/3/2024;25022;1405398;377;214;9505;24737;;;cod_02864;True;;-34,5195393;-58,4660323
1227736;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 1309;20/3/2024;25022;1405400;377;214;9505;24737;;;cod_02866;True;;-34,5303196;-58,5034078
1227738;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 7337;20/3/2024;25022;1405402;377;214;9505;24737;;;cod_02868;True;;-34,5202009;-58,5039052
1227740;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 4131;20/3/2024;25022;1405404;377;214;9505;24737;;;cod_02870;True;;-34,5260025;-58,5149061
1227742;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 7316;20/3/2024;25022;1405406;377;214;9505;24737;;;cod_02872;True;;-34,5251641;-58,4992173
1227744;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 2828;20/3/2024;25022;1405408;377;214;9505;24737;;;cod_02874;True;;-34,4924716;-58,4778117
1227746;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 6436;20/3/2024;25022;1405410;377;214;9505;24737;;;cod_02876;True;;-34,5434887;-58,4859502
1227749;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 4505;20/3/2024;25022;1405413;377;214;9505;24737;;;cod_02878;True;;-34,5074939;-58,4861868
1227751;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 2246;20/3/2024;25022;1405415;377;214;9505;24737;;;cod_02880;True;;-34,5162366;-58,4862861
1227753;BRAZO/N - FAROLA ASY216050A 60W _ B;Las Heras 9609;20/3/2024;25022;1405417;377;214;9505;24737;;;cod_02882;True;;-34,5032782;-58,5086173
1227755;BRAZO/N - FAROLA ASY216050A 60W _ B;Alberdi 4294;20/3/2024;25022;1405419;377;214;9505;24737;;;cod_02884;True;;-34,5055788;-58,5008096
1227757;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 6805;20/3/2024;25022;1405421;377;214;9505;24737;;;cod_02886;True;;-34,4981935;-58,5153905
1227759;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 8985;20/3/2024;25022;1405423;377;214;9505;24737;;;cod_02888;True;;-34,5178367;-58,4937842
1227761;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 5669;20/3/2024;25022;1405425;377;214;9505;24737;;;cod_02890;True;;-34,5490127;-58,4757919
1227763;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 9645;20/3/2024;25022;1405427;377;214;9505;24737;;;cod_02892;True;;-34,4989511;-58,4781536
1227765;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 5779;20/3/2024;25022;1405429;377;214;9505;24737;;;cod_02894;True;;-34,5067842;-58,4753111
1227767;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 3172;20/3/2024;25022;1405431;377;214;9505;24737;;;cod_02896;True;;-34,5415012;-58,5075028
1227772;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 6073;20/3/2024;25022;1405436;377;214;9505;24737;;;cod_02901;True;;-34,4924436;-58,4745924
1227774;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 3184;20/3/2024;25022;1405438;377;214;9505;24737;;;cod_02903;True;;-34,5269826;-58,5190841
1227777;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 9589;20/3/2024;25022;1405441;377;214;9505;24737;;;cod_02906;True;;-34,5031882;-58,5147824
1227781;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 7631;20/3/2024;25022;1405445;377;214;9505;24737;;;cod_02910;True;;-34,5481585;-58,4970283
1227783;BRAZO/N - FAROLA ASY216050A 60W _ B;Brown 5460;20/3/2024;25022;1405447;377;214;9505;24737;;;cod_02912;True;;-34,5097187;-58,4954142
1227785;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 8800;20/3/2024;25022;1405449;377;214;9505;24737;;;cod_02914;True;;-34,5204366;-58,5175047
1227787;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 2325;20/3/2024;25022;1405451;377;214;9505;24737;;;cod_02916;True;;-34,549957;-58,5116087
1227789;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 3617;20/3/2024;25022;1405453;377;214;9505;24737;;;cod_02918;True;;-34,5169652;-58,487052
1227791;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 2687;20/3/2024;25022;1405455;377;214;9505;24737;;;cod_02920;True;;-34,5493156;-58,4652226
1227793;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 7094;20/3/2024;25022;1405457;377;214;9505;24737;;;cod_02922;True;;-34,5262389;-58,4913959
1227795;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 7356;20/3/2024;25022;1405459;377;214;9505;24737;;;cod_02924;True;;-34,5401665;-58,5189529
1227797;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 7371;20/3/2024;25022;1405461;377;214;9505;24737;;;cod_02926;True;;-34,5365873;-58,4735393
1227799;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 3766;20/3/2024;25022;1405463;377;214;9505;24737;;;cod_02928;True;;-34,4907844;-58,4974799
1227801;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 8013;20/3/2024;25022;1405465;377;214;9505;24737;;;cod_02930;True;;-34,5499423;-58,4815641
1227803;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 141;20/3/2024;25022;1405467;377;214;9505;24737;;;cod_02932;True;;-34,5291496;-58,4804388
1227805;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 8134;20/3/2024;25022;1405469;377;214;9505;24737;;;cod_02934;True;;-34,5016683;-58,4696604
1227807;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 9749;20/3/2024;25022;1405471;377;214;9505;24737;;;cod_02936;True;;-34,5255177;-58,491301
1227809;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 4370;20/3/2024;25022;1405473;377;214;9505;24737;;;cod_02938;True;;-34,5265344;-58,4929645
1227811;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 4097;20/3/2024;25022;1405475;377;214;9505;24737;;;cod_02940;True;;-34,5454463;-58,5049245
1227813;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 192;20/3/2024;25022;1405477;377;214;9505;24737;;;cod_02942;True;;-34,5145794;-58,4754383
1227815;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 4532;20/3/2024;25022;1405479;377;214;9505;24737;;;cod_02944;True;;-34,490736;-58,4663441
1227817;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 8827;20/3/2024;25022;1405481;377;214;9505;24737;;;cod_02946;True;;-34,5202907;-58,4619848
1227819;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 920;20/3/2024;25022;1405483;377;214;9505;24737;;;cod_02948;True;;-34,5046968;-58,488951
1227821;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 7124;20/3/2024;25022;1405485;377;214;9505;24737;;;cod_02950;True;;-34,517972;-58,516512
1227823;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 5515;20/3/2024;25022;1405487;377;214;9505;24737;;;cod_02952;True;;-34,5372593;-58,5143288
1227825;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 2985;20/3/2024;25022;1405489;377;214;9505;24737;;;cod_02954;True;;-34,5246547;-58,4670681
1227827;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 5281;20/3/2024;25022;1405491;377;214;9505;24737;;;cod_02956;True;;-34,5336727;-58,4902797
1227829;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 897;20/3/2024;25022;1405493;377;214;9505;24737;;;cod_02958;True;;-34,5088148;-58,486187
1227831;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 947;20/3/2024;25022;1405495;377;214;9505;24737;;;cod_02960;True;;-34,5316487;-58,469035
1227833;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 4914;20/3/2024;25022;1405497;377;214;9505;24737;;;cod_02962;True;;-34,5268337;-58,470081
1227838;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 7748;20/3/2024;25022;1405502;377;214;9505;24737;;;cod_02967;True;;-34,503886;-58,5192202
1227856;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 1252;20/3/2024;25022;1405520;377;214;9505;24737;;;cod_02985;True;;-34,4950181;-58,4797086
1227858;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 7485;20/3/2024;25022;1405522;377;214;9505;24737;;;cod_02987;True;;-34,5374219;-58,4896119
1227860;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 4321;20/3/2024;25022;1405524;377;214;9505;24737;;;cod_02989;True;;-34,5264507;-58,4649395
1227862;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 3897;20/3/2024;25022;1405526;377;214;9505;24737;;;cod_02991;True;;-34,5121518;-58,4762922
1227864;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 4097;20/3/2024;25022;1405528;377;214;9505;24737;;;cod_02993;True;;-34,499327;-58,4748058
1227866;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 9500;20/3/2024;25022;1405530;377;214;9505;24737;;;cod_02995;True;;-34,5118264;-58,518054
1227868;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 4626;20/3/2024;25022;1405532;377;214;9505;24737;;;cod_02997;True;;-34,5437219;-58,5135612
1227870;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 5309;20/3/2024;25022;1405534;377;214;9505;24737;;;cod_02999;True;;-34,4932211;-58,4973222
1227872;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 8679;20/3/2024;25022;1405536;377;214;9505;24737;;;cod_03001;True;;-34,5368579;-58,5134474
1227934;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 5836;20/3/2024;25022;1405598;377;214;9505;24737;;;cod_03063;True;;-34,5323724;-58,4640491
1227936;BRAZO/N - FAROLA ASY216050A 60W _ B;Brown 4247;20/3/2024;25022;1405600;377;214;9505;24737;;;cod_03065;True;;-34,5107152;-58,4774164
1227938;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 1210;20/3/2024;25022;1405602;377;214;9505;24737;;;cod_03067;True;;-34,5437861;-58,4620115
1227940;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 785;20/3/2024;25022;1405604;377;214;9505;24737;;;cod_03069;True;;-34,5382209;-58,4987976
1227942;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 335;20/3/2024;25022;1405606;377;214;9505;24737;;;cod_03071;True;;-34,5153306;-58,5100369
1227944;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 4731;20/3/2024;25022;1405608;377;214;9505;24737;;;cod_03073;True;;-34,5462168;-58,5091135
1227946;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 7447;20/3/2024;25022;1405610;377;214;9505;24737;;;cod_03075;True;;-34,5127131;-58,4757002
1227948;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 695;20/3/2024;25022;1405612;377;214;9505;24737;;;cod_03077;True;;-34,5062781;-58,5063038
1227950;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 2385;20/3/2024;25022;1405614;377;214;9505;24737;;;cod_03079;True;;-34,5351858;-58,4874655
1227952;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 6960;20/3/2024;25022;1405616;377;214;9505;24737;;;cod_03081;True;;-34,4907646;-58,4966487
1227954;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 694;20/3/2024;25022;1405618;377;214;9505;24737;;;cod_03083;True;;-34,4903753;-58,4967654
1227956;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 8678;20/3/2024;25022;1405620;377;214;9505;24737;;;cod_03085;True;;-34,5153657;-58,5007891
1227958;BRAZO/N - FAROLA ASY216050A 60W _ B;San Martín 3409;20/3/2024;25022;1405622;377;214;9505;24737;;;cod_03087;True;;-34,503134;-58,4701131
1227960;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 3580;20/3/2024;25022;1405624;377;214;9505;24737;;;cod_03089;True;;-34,5161495;-58,4709136
1227962;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 9113;20/3/2024;25022;1405626;377;214;9505;24737;;;cod_03091;True;;-34,536928;-58,4923319
1227964;BRAZO/N - FAROLA ASY216050A 60W _ B;Independencia 3285;20/3/2024;25022;1405628;377;214;9505;24737;;;cod_03093;True;;-34,5487192;-58,5140048
1227966;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 6775;20/3/2024;25022;1405630;377;214;9505;24737;;;cod_03095;True;;-34,5356709;-58,4785651
1227968;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 3450;20/3/2024;25022;1405632;377;214;9505;24737;;;cod_03097;True;;-34,5119817;-58,4676441
1227970;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 239;20/3/2024;25022;1405634;377;214;9505;24737;;;cod_03099;True;;-34,5391784;-58,4748734
1227972;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 8452;20/3/2024;25022;1405636;377;214;9505;24737;;;cod_03101;True;;-34,5399894;-58,5197351
1227974;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 5805;20/3/2024;25022;1405638;377;214;9505;24737;;;cod_03103;True;;-34,4939957;-58,4864456
1227976;BRAZO/N - FAROLA ASY216050A 60W _ B;Brown 5436;20/3/2024;25022;1405640;377;214;9505;24737;;;cod_03105;True;;-34,5429668;-58,5066042
1227978;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 1372;20/3/2024;25022;1405642;377;214;9505;24737;;;cod_03107;True;;-34,5012375;-58,4894387
1227980;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 5688;20/3/2024;25022;1405644;377;214;9505;24737;;;cod_03109;True;;-34,5237372;-58,4930554
1227982;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 8182;20/3/2024;25022;1405646;377;214;9505;24737;;;cod_03111;True;;-34,5457114;-58,5118043
1227984;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 9253;20/3/2024;25022;1405648;377;214;9505;24737;;;cod_03113;True;;-34,5168397;-58,5119136
1227986;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 3830;20/3/2024;25022;1405650;377;214;9505;24737;;;cod_03115;True;;-34,5464555;-58,5106349
1228026;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 5336;20/3/2024;25022;1405690;377;214;9505;24737;;;cod_03155;True;;-34,5017704;-58,503811
1228072;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 8349;20/3/2024;25022;1405736;377;214;9505;24737;;;cod_03201;True;;-34,5125453;-58,4655112
1228074;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 311;20/3/2024;25022;1405738;377;214;9505;24737;;;cod_03203;True;;-34,5374471;-58,5192224
1228076;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 8108;20/3/2024;25022;1405740;377;214;9505;24737;;;cod_03205;True;;-34,5182081;-58,5133541
1228078;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 2881;20/3/2024;25022;1405742;377;214;9505;24737;;;cod_03207;True;;-34,5340227;-58,4841741
1228080;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 2966;20/3/2024;25022;1405744;377;214;9505;24737;;;cod_03209;True;;-34,5273197;-58,4995038
1228083;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 1150;20/3/2024;25022;1405747;377;214;9505;24737;;;cod_03212;True;;-34,5386394;-58,4957075
1228085;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 6886;20/3/2024;25022;1405749;377;214;9505;24737;;;cod_03214;True;;-34,5214025;-58,5044742
1228087;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 1652;20/3/2024;25022;1405751;377;214;9505;24737;;;cod_03216;True;;-34,508337;-58,5014495
1228089;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 7515;20/3/2024;25022;1405753;377;214;9505;24737;;;cod_03218;True;;-34,528616;-58,5093381
1228091;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 5022;20/3/2024;25022;1405755;377;214;9505;24737;;;cod_03220;True;;-34,4916463;-58,5021697
1228093;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 8813;20/3/2024;25022;1405757;377;214;9505;24737;;;cod_03222;True;;-34,541227;-58,4686359
1228095;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 6969;20/3/2024;25022;1405759;377;214;9505;24737;;;cod_03224;True;;-34,5107183;-58,4631116
1228097;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 895;20/3/2024;25022;1405761;377;214;9505;24737;;;cod_03226;True;;-34,5075682;-58,4710177
1228099;BRAZO/N - FAROLA ASY216050A 60W _ B;25 de Mayo 1807;20/3/2024;25022;1405763;377;214;9505;24737;;;cod_03228;True;;-34,5042861;-58,5138185
1228101;BRAZO/N - FAROLA ASY216050A 60W _ B;Belgrano 5255;20/3/2024;25022;1405765;377;214;9505;24737;;;cod_03230;True;;-34,5058512;-58,4914206
1228105;BRAZO/N - FAROLA ASY216050A 60W _ B;Alvear 3904;20/3/2024;25022;1405769;377;214;9505;24737;;;cod_03234;True;;-34,5173932;-58,4993409
1228107;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 7635;20/3/2024;25022;1405771;377;214;9505;24737;;;cod_03236;True;;-34,5243305;-58,4758383
1228109;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 707;20/3/2024;25022;1405773;377;214;9505;24737;;;cod_03238;True;;-34,5110594;-58,5163829
1228111;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 8817;20/3/2024;25022;1405775;377;214;9505;24737;;;cod_03240;True;;-34,5494453;-58,4834888
1228113;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 8357;20/3/2024;25022;1405777;377;214;9505;24737;;;cod_03242;True;;-34,505886;-58,4604506
1228117;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 3759;20/3/2024;25022;1405781;377;214;9505;24737;;;cod_03246;True;;-34,5344494;-58,5005833
1228119;BRAZO/N - FAROLA ASY216050A 60W _ B;Calle Falsa 3007;20/3/2024;25022;1405783;377;214;9505;24737;;;cod_03248;True;;-34,5044359;-58,5007977
1228121;BRAZO/N - FAROLA ASY216050A 60W _ B;San Lorenzo 945;20/3/2024;25022;1405785;377;214;9505;24737;;;cod_03250;True;;-34,5350826;-58,4824637
1228123;BRAZO/N - FAROLA ASY216050A 60W _ B;Alberdi 5737;20/3/2024;25022;1405787;377;214;9505;24737;;;cod_03252;True;;-34,5273907;-58,478711
1228125;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 8955;20/3/2024;25022;1405789;377;214;9505;24737;;;cod_03254;True;;-34,515315;-58,5053474
1228127;BRAZO/N - FAROLA ASY216050A 60W _ B;Urquiza 5991;20/3/2024;25022;1405791;377;214;9505;24737;;;cod_03256;True;;-34,5416956;-58,4738416
1228129;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 978;20/3/2024;25022;1405793;377;214;9505;24737;;;cod_03258;True;;-34,5296599;-58,5009925
1228131;BRAZO/N - FAROLA ASY216050A 60W _ B;9 de Julio 7808;20/3/2024;25022;1405795;377;214;9505;24737;;;cod_03260;True;;-34,4988062;-58,463686
1228133;BRAZO/N - FAROLA ASY216050A 60W _ B;Maipú 2286;20/3/2024;25022;1405797;377;214;9505;24737;;;cod_03262;True;;-34,5258543;-58,4878751
1228135;BRAZO/N - FAROLA ASY216050A 60W _ B;Av. Siempre Viva 3418;20/3/2024;25022;1405799;377;214;9505;24737;;;cod_03264;True;;-34,5017541;-58,4623091
1228137;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 2481;20/3/2024;25022;1405801;377;214;9505;24737;;;cod_03266;True;;-34,5221608;-58,4973478
1228139;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 8707;20/3/2024;25022;1405803;377;214;9505;24737;;;cod_03268;True;;-34,5051535;-58,496619
1228141;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 8476;20/3/2024;25022;1405805;377;214;9505;24737;;;cod_03270;True;;-34,4954435;-58,49733
1228143;BRAZO/N - FAROLA ASY216050A 60W _ B;Moreno 4211;20/3/2024;25022;1405807;377;214;9505;24737;;;cod_03272;True;;-34,5211159;-58,4765997
1228145;BRAZO/N - FAROLA ASY216050A 60W _ B;Rivadavia 3632;20/3/2024;25022;1405809;377;214;9505;24737;;;cod_03274;True;;-34,5120443;-58,5185249
1228147;BRAZO/N - FAROLA ASY216050A 60W _ B;Libertador 9217;20/3/2024;25022;1405811;377;214;9505;24737;;;cod_03276;True;;-34,5293274;-58,4603854
1228149;BRAZO/N - FAROLA ASY216050A 60W _ B;Lavalle 9279;20/3/2024;25022;1405813;377;214;9505;24737;;;cod_03278;True;;-34,5045545;-58,474874
1228151;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 3137;20/3/2024;25022;1405815;377;214;9505;24737;;;cod_03280;True;;-34,5252075;-58,514241
1228153;BRAZO/N - FAROLA ASY216050A 60W _ B;Sarmiento 2112;20/3/2024;25022;1405817;377;214;9505;24737;;;cod_03282;True;;-34,5022085;-58,510699
1228155;BRAZO/N - FAROLA ASY216050A 60W _ B;Alberdi 9470;20/3/2024;25022;1405819;377;214;9505;24737;;;cod_03284;True;;-34,4929147;-58,5145834
1228157;BRAZO/N - FAROLA ASY216050A 60W _ B;Roca 2978;20/3/2024;25022;1405821;377;214;9505;24737;;;cod_03286;True;;-34,4940104;-58,4778981
1228159;BRAZO/N - FAROLA ASY216050A 60W _ B;Mitre 8462;20/3/2024;25022;1405823;377;214;9505;24737;;;cod_03288;True;;-34,5047799;-58,5199414
1228161;BRAZO/N - FAROLA ASY216050A 60W _ B;Echeverría 6518;20/3/2024;25022;1405825;377;214;9505;24737;;;cod_03290;True;;-34,5388742;-58,5055608
1228163;BRAZO/N - FAROLA ASY216050A 60W _ B;Güemes 4207;20/3/2024;25022;1405827;377;214;9505;24737;;;cod_03292;True;;-34,4979475;-58,5143124
1228165;BRAZO/N - FAROLA ASY216050A 60W _ B;Castelli 6006;20/3/2024;25022;1405829;377;214;9505;24737;;;cod_03294;True;;-34,5335255;-58,4979166
